d,practice_id,paid,claims,denial_rate,month,year,is_weekend,is_holiday,flu_season_flag,end_of_month_flag
2022-09-30,PRA3,1378.5900000000001,8,0.0,9,2022,0,0,0,1
2022-10-01,PRA1,3049.41,19,0.10526315789473684,10,2022,1,0,0,0
2022-10-01,PRA2,976.34,9,0.0,10,2022,1,0,0,0
2022-10-01,PRA3,295.07,5,0.0,10,2022,1,0,0,0
2022-10-02,PRA1,2457.59,17,0.0,10,2022,1,0,0,0
2022-10-02,PRA2,1645.34,17,0.17647058823529413,10,2022,1,0,0,0
2022-10-02,PRA3,2224.41,13,0.0,10,2022,1,0,0,0
2022-10-03,PRA1,2781.54,24,0.041666666666666664,10,2022,0,0,0,0
2022-10-03,PRA2,1998.41,18,0.16666666666666666,10,2022,0,0,0,0
2022-10-03,PRA3,1263.3400000000001,13,0.07692307692307693,10,2022,0,0,0,0
2022-10-04,PRA1,3296.97,26,0.038461538461538464,10,2022,0,0,0,0
2022-10-04,PRA2,1797.74,18,0.16666666666666666,10,2022,0,0,0,0
2022-10-04,PRA3,1689.46,15,0.13333333333333333,10,2022,0,0,0,0
2022-10-05,PRA1,3363.85,21,0.0,10,2022,0,0,0,0
2022-10-05,PRA2,2319.17,16,0.0625,10,2022,0,0,0,0
2022-10-05,PRA3,622.66,8,0.0,10,2022,0,0,0,0
2022-10-06,PRA1,3868.23,20,0.0,10,2022,0,0,0,0
2022-10-06,PRA2,2351.57,16,0.125,10,2022,0,0,0,0
2022-10-06,PRA3,2527.46,17,0.058823529411764705,10,2022,0,0,0,0
2022-10-07,PRA1,2893.47,24,0.125,10,2022,0,0,0,0
2022-10-07,PRA2,3384.92,21,0.047619047619047616,10,2022,0,0,0,0
2022-10-07,PRA3,2603.2799999999997,11,0.0,10,2022,0,0,0,0
2022-10-08,PRA1,2261.85,18,0.05555555555555555,10,2022,1,0,0,0
2022-10-08,PRA2,2371.62,10,0.0,10,2022,1,0,0,0
2022-10-08,PRA3,420.37,6,0.0,10,2022,1,0,0,0
2022-10-09,PRA1,3217.4700000000003,21,0.0,10,2022,1,0,0,0
2022-10-09,PRA2,2710.07,15,0.0,10,2022,1,0,0,0
2022-10-09,PRA3,1419.06,13,0.0,10,2022,1,0,0,0
2022-10-10,PRA1,3024.4900000000002,22,0.0,10,2022,0,1,0,0
2022-10-10,PRA2,1678.93,12,0.08333333333333333,10,2022,0,1,0,0
2022-10-10,PRA3,1348.0,9,0.1111111111111111,10,2022,0,1,0,0
2022-10-11,PRA1,3579.18,27,0.037037037037037035,10,2022,0,0,0,0
2022-10-11,PRA2,1670.44,12,0.25,10,2022,0,0,0,0
2022-10-11,PRA3,1785.82,16,0.0,10,2022,0,0,0,0
2022-10-12,PRA1,3606.4,27,0.18518518518518517,10,2022,0,0,0,0
2022-10-12,PRA2,2017.49,20,0.0,10,2022,0,0,0,0
2022-10-12,PRA3,762.51,11,0.18181818181818182,10,2022,0,0,0,0
2022-10-13,PRA1,4753.65,25,0.04,10,2022,0,0,0,0
2022-10-13,PRA2,2229.87,15,0.06666666666666667,10,2022,0,0,0,0
2022-10-13,PRA3,1329.43,14,0.0,10,2022,0,0,0,0
2022-10-14,PRA1,1820.6699999999998,16,0.0,10,2022,0,0,0,0
2022-10-14,PRA2,1670.57,26,0.11538461538461539,10,2022,0,0,0,0
2022-10-14,PRA3,2113.72,12,0.16666666666666666,10,2022,0,0,0,0
2022-10-15,PRA1,3201.19,28,0.10714285714285714,10,2022,1,0,0,0
2022-10-15,PRA2,2257.55,20,0.1,10,2022,1,0,0,0
2022-10-15,PRA3,439.7,8,0.25,10,2022,1,0,0,0
2022-10-16,PRA1,3482.89,24,0.08333333333333333,10,2022,1,0,0,0
2022-10-16,PRA2,1742.32,18,0.1111111111111111,10,2022,1,0,0,0
2022-10-16,PRA3,482.99,7,0.14285714285714285,10,2022,1,0,0,0
2022-10-17,PRA1,1819.94,21,0.047619047619047616,10,2022,0,0,0,0
2022-10-17,PRA2,1829.63,14,0.07142857142857142,10,2022,0,0,0,0
2022-10-17,PRA3,1596.75,11,0.0,10,2022,0,0,0,0
2022-10-18,PRA1,2972.18,24,0.125,10,2022,0,0,0,0
2022-10-18,PRA2,1623.72,16,0.0625,10,2022,0,0,0,0
2022-10-18,PRA3,861.64,13,0.15384615384615385,10,2022,0,0,0,0
2022-10-19,PRA1,2686.16,18,0.1111111111111111,10,2022,0,0,0,0
2022-10-19,PRA2,3028.46,18,0.05555555555555555,10,2022,0,0,0,0
2022-10-19,PRA3,1788.6699999999998,13,0.07692307692307693,10,2022,0,0,0,0
2022-10-20,PRA1,5024.47,27,0.07407407407407407,10,2022,0,0,0,0
2022-10-20,PRA2,2449.35,19,0.05263157894736842,10,2022,0,0,0,0
2022-10-20,PRA3,592.91,8,0.375,10,2022,0,0,0,0
2022-10-21,PRA1,2497.81,19,0.05263157894736842,10,2022,0,0,0,0
2022-10-21,PRA2,2442.44,12,0.0,10,2022,0,0,0,0
2022-10-21,PRA3,1830.01,6,0.0,10,2022,0,0,0,0
2022-10-22,PRA1,4168.21,26,0.0,10,2022,1,0,0,0
2022-10-22,PRA2,1626.1200000000001,11,0.09090909090909091,10,2022,1,0,0,0
2022-10-22,PRA3,1322.0,9,0.0,10,2022,1,0,0,0
2022-10-23,PRA1,1318.41,15,0.06666666666666667,10,2022,1,0,0,0
2022-10-23,PRA2,1682.79,12,0.0,10,2022,1,0,0,0
2022-10-23,PRA3,1476.75,13,0.0,10,2022,1,0,0,0
2022-10-24,PRA1,4393.48,25,0.04,10,2022,0,0,0,0
2022-10-24,PRA2,1340.3899999999999,8,0.25,10,2022,0,0,0,0
2022-10-24,PRA3,1153.6399999999999,10,0.2,10,2022,0,0,0,0
2022-10-25,PRA1,4714.36,25,0.08,10,2022,0,0,0,0
2022-10-25,PRA2,527.9,10,0.1,10,2022,0,0,0,0
2022-10-25,PRA3,1606.7,12,0.0,10,2022,0,0,0,0
2022-10-26,PRA1,3448.47,24,0.041666666666666664,10,2022,0,0,0,0
2022-10-26,PRA2,2566.52,18,0.05555555555555555,10,2022,0,0,0,0
2022-10-26,PRA3,1194.87,12,0.16666666666666666,10,2022,0,0,0,0
2022-10-27,PRA1,3078.35,26,0.11538461538461539,10,2022,0,0,0,0
2022-10-27,PRA2,1215.9,9,0.0,10,2022,0,0,0,0
2022-10-27,PRA3,2465.3,14,0.07142857142857142,10,2022,0,0,0,0
2022-10-28,PRA1,3334.81,21,0.047619047619047616,10,2022,0,0,0,0
2022-10-28,PRA2,1555.77,14,0.21428571428571427,10,2022,0,0,0,0
2022-10-28,PRA3,2017.02,14,0.07142857142857142,10,2022,0,0,0,0
2022-10-29,PRA1,2966.1,19,0.05263157894736842,10,2022,1,0,0,0
2022-10-29,PRA2,2569.72,20,0.05,10,2022,1,0,0,0
2022-10-29,PRA3,2016.04,13,0.23076923076923078,10,2022,1,0,0,0
2022-10-30,PRA1,2993.6,26,0.038461538461538464,10,2022,1,0,0,0
2022-10-30,PRA2,2800.07,14,0.07142857142857142,10,2022,1,0,0,0
2022-10-30,PRA3,1518.03,9,0.0,10,2022,1,0,0,0
2022-10-31,PRA1,2078.4,22,0.045454545454545456,10,2022,0,0,0,1
2022-10-31,PRA2,3313.61,19,0.05263157894736842,10,2022,0,0,0,1
2022-10-31,PRA3,1133.09,8,0.25,10,2022,0,0,0,1
2022-11-01,PRA1,4481.42,29,0.06896551724137931,11,2022,0,0,1,0
2022-11-01,PRA2,1877.28,20,0.15,11,2022,0,0,1,0
2022-11-01,PRA3,1121.18,10,0.1,11,2022,0,0,1,0
2022-11-02,PRA1,2987.57,28,0.07142857142857142,11,2022,0,0,1,0
2022-11-02,PRA2,3484.89,22,0.045454545454545456,11,2022,0,0,1,0
2022-11-02,PRA3,3673.08,15,0.0,11,2022,0,0,1,0
2022-11-03,PRA1,5484.05,36,0.05555555555555555,11,2022,0,0,1,0
2022-11-03,PRA2,1604.14,16,0.0,11,2022,0,0,1,0
2022-11-03,PRA3,1550.19,17,0.11764705882352941,11,2022,0,0,1,0
2022-11-04,PRA1,4523.24,30,0.13333333333333333,11,2022,0,0,1,0
2022-11-04,PRA2,2368.19,13,0.0,11,2022,0,0,1,0
2022-11-04,PRA3,1990.57,14,0.14285714285714285,11,2022,0,0,1,0
2022-11-05,PRA1,6769.79,31,0.03225806451612903,11,2022,1,0,1,0
2022-11-05,PRA2,2523.1,21,0.047619047619047616,11,2022,1,0,1,0
2022-11-05,PRA3,1039.1499999999999,12,0.0,11,2022,1,0,1,0
2022-11-06,PRA1,2545.56,16,0.0625,11,2022,1,0,1,0
2022-11-06,PRA2,2073.85,16,0.1875,11,2022,1,0,1,0
2022-11-06,PRA3,1717.02,15,0.0,11,2022,1,0,1,0
2022-11-07,PRA1,4867.59,39,0.15384615384615385,11,2022,0,0,1,0
2022-11-07,PRA2,1544.54,20,0.1,11,2022,0,0,1,0
2022-11-07,PRA3,871.11,6,0.0,11,2022,0,0,1,0
2022-11-08,PRA1,3746.67,25,0.16,11,2022,0,0,1,0
2022-11-08,PRA2,2426.25,17,0.17647058823529413,11,2022,0,0,1,0
2022-11-08,PRA3,1968.43,12,0.08333333333333333,11,2022,0,0,1,0
2022-11-09,PRA1,4710.49,38,0.05263157894736842,11,2022,0,0,1,0
2022-11-09,PRA2,990.03,8,0.0,11,2022,0,0,1,0
2022-11-09,PRA3,3169.86,13,0.07692307692307693,11,2022,0,0,1,0
2022-11-10,PRA1,2270.26,21,0.23809523809523808,11,2022,0,0,1,0
2022-11-10,PRA2,2508.3,21,0.09523809523809523,11,2022,0,0,1,0
2022-11-10,PRA3,932.16,11,0.2727272727272727,11,2022,0,0,1,0
2022-11-11,PRA1,3548.33,25,0.12,11,2022,0,1,1,0
2022-11-11,PRA2,2163.04,22,0.13636363636363635,11,2022,0,1,1,0
2022-11-11,PRA3,1186.6200000000001,10,0.1,11,2022,0,1,1,0
2022-11-12,PRA1,3499.87,23,0.08695652173913043,11,2022,1,0,1,0
2022-11-12,PRA2,2488.12,16,0.0,11,2022,1,0,1,0
2022-11-12,PRA3,802.29,5,0.0,11,2022,1,0,1,0
2022-11-13,PRA1,3562.45,25,0.0,11,2022,1,0,1,0
2022-11-13,PRA2,1390.38,13,0.07692307692307693,11,2022,1,0,1,0
2022-11-13,PRA3,988.4200000000001,8,0.0,11,2022,1,0,1,0
2022-11-14,PRA1,4553.49,25,0.12,11,2022,0,0,1,0
2022-11-14,PRA2,2268.67,16,0.0,11,2022,0,0,1,0
2022-11-14,PRA3,1548.1299999999999,13,0.07692307692307693,11,2022,0,0,1,0
2022-11-15,PRA1,4625.96,38,0.15789473684210525,11,2022,0,0,1,0
2022-11-15,PRA2,2623.02,15,0.0,11,2022,0,0,1,0
2022-11-15,PRA3,416.51,8,0.375,11,2022,0,0,1,0
2022-11-16,PRA1,5193.7699999999995,39,0.1282051282051282,11,2022,0,0,1,0
2022-11-16,PRA2,3208.5299999999997,23,0.043478260869565216,11,2022,0,0,1,0
2022-11-16,PRA3,1990.21,13,0.07692307692307693,11,2022,0,0,1,0
2022-11-17,PRA1,2639.55,22,0.0,11,2022,0,0,1,0
2022-11-17,PRA2,2355.42,16,0.0,11,2022,0,0,1,0
2022-11-17,PRA3,1444.89,15,0.0,11,2022,0,0,1,0
2022-11-18,PRA1,4584.3,30,0.06666666666666667,11,2022,0,0,1,0
2022-11-18,PRA2,3866.48,28,0.10714285714285714,11,2022,0,0,1,0
2022-11-18,PRA3,869.01,7,0.0,11,2022,0,0,1,0
2022-11-19,PRA1,3730.15,26,0.15384615384615385,11,2022,1,0,1,0
2022-11-19,PRA2,2771.06,16,0.0625,11,2022,1,0,1,0
2022-11-19,PRA3,2167.64,19,0.10526315789473684,11,2022,1,0,1,0
2022-11-20,PRA1,2345.72,23,0.08695652173913043,11,2022,1,0,1,0
2022-11-20,PRA2,1331.19,12,0.0,11,2022,1,0,1,0
2022-11-20,PRA3,510.19,8,0.25,11,2022,1,0,1,0
2022-11-21,PRA1,2492.41,23,0.13043478260869565,11,2022,0,0,1,0
2022-11-21,PRA2,3349.9,15,0.06666666666666667,11,2022,0,0,1,0
2022-11-21,PRA3,1740.82,15,0.06666666666666667,11,2022,0,0,1,0
2022-11-22,PRA1,4535.82,39,0.07692307692307693,11,2022,0,0,1,0
2022-11-22,PRA2,1509.38,20,0.25,11,2022,0,0,1,0
2022-11-22,PRA3,558.8,9,0.0,11,2022,0,0,1,0
2022-11-23,PRA1,4343.38,33,0.030303030303030304,11,2022,0,0,1,0
2022-11-23,PRA2,1765.3899999999999,18,0.16666666666666666,11,2022,0,0,1,0
2022-11-23,PRA3,1820.5,14,0.0,11,2022,0,0,1,0
2022-11-24,PRA1,3883.2400000000002,29,0.06896551724137931,11,2022,0,1,1,0
2022-11-24,PRA2,2160.91,21,0.047619047619047616,11,2022,0,1,1,0
2022-11-24,PRA3,1795.04,14,0.14285714285714285,11,2022,0,1,1,0
2022-11-25,PRA1,3204.13,25,0.0,11,2022,0,0,1,0
2022-11-25,PRA2,3754.46,23,0.13043478260869565,11,2022,0,0,1,0
2022-11-25,PRA3,1335.52,9,0.2222222222222222,11,2022,0,0,1,0
2022-11-26,PRA1,2088.48,23,0.043478260869565216,11,2022,1,0,1,0
2022-11-26,PRA2,2034.49,15,0.06666666666666667,11,2022,1,0,1,0
2022-11-26,PRA3,692.61,9,0.1111111111111111,11,2022,1,0,1,0
2022-11-27,PRA1,1853.23,25,0.08,11,2022,1,0,1,0
2022-11-27,PRA2,1597.31,16,0.125,11,2022,1,0,1,0
2022-11-27,PRA3,1384.74,9,0.1111111111111111,11,2022,1,0,1,0
2022-11-28,PRA1,4222.89,29,0.13793103448275862,11,2022,0,0,1,0
2022-11-28,PRA2,1695.98,22,0.045454545454545456,11,2022,0,0,1,0
2022-11-28,PRA3,1441.15,16,0.0,11,2022,0,0,1,0
2022-11-29,PRA1,4853.74,30,0.03333333333333333,11,2022,0,0,1,0
2022-11-29,PRA2,2718.2,24,0.125,11,2022,0,0,1,0
2022-11-29,PRA3,1434.92,13,0.07692307692307693,11,2022,0,0,1,0
2022-11-30,PRA1,3883.31,25,0.08,11,2022,0,0,1,1
2022-11-30,PRA2,2859.14,20,0.0,11,2022,0,0,1,1
2022-11-30,PRA3,568.65,11,0.18181818181818182,11,2022,0,0,1,1
2022-12-01,PRA1,3903.9700000000003,27,0.07407407407407407,12,2022,0,0,1,0
2022-12-01,PRA2,1955.8,16,0.0,12,2022,0,0,1,0
2022-12-01,PRA3,1789.2,16,0.25,12,2022,0,0,1,0
2022-12-02,PRA1,2396.33,21,0.09523809523809523,12,2022,0,0,1,0
2022-12-02,PRA2,3613.77,18,0.1111111111111111,12,2022,0,0,1,0
2022-12-02,PRA3,2189.42,10,0.0,12,2022,0,0,1,0
2022-12-03,PRA1,3438.12,27,0.07407407407407407,12,2022,1,0,1,0
2022-12-03,PRA2,2861.2799999999997,21,0.047619047619047616,12,2022,1,0,1,0
2022-12-03,PRA3,1395.03,11,0.0,12,2022,1,0,1,0
2022-12-04,PRA1,3394.08,24,0.0,12,2022,1,0,1,0
2022-12-04,PRA2,3472.34,18,0.05555555555555555,12,2022,1,0,1,0
2022-12-04,PRA3,976.1800000000001,11,0.0,12,2022,1,0,1,0
2022-12-05,PRA1,2385.45,22,0.13636363636363635,12,2022,0,0,1,0
2022-12-05,PRA2,2237.89,16,0.0625,12,2022,0,0,1,0
2022-12-05,PRA3,1936.02,12,0.0,12,2022,0,0,1,0
2022-12-06,PRA1,3972.1,29,0.034482758620689655,12,2022,0,0,1,0
2022-12-06,PRA2,2585.43,18,0.0,12,2022,0,0,1,0
2022-12-06,PRA3,1870.09,13,0.07692307692307693,12,2022,0,0,1,0
2022-12-07,PRA1,2514.46,20,0.1,12,2022,0,0,1,0
2022-12-07,PRA2,1985.0700000000002,16,0.0625,12,2022,0,0,1,0
2022-12-07,PRA3,2313.14,17,0.11764705882352941,12,2022,0,0,1,0
2022-12-08,PRA1,4008.67,34,0.058823529411764705,12,2022,0,0,1,0
2022-12-08,PRA2,2303.77,22,0.045454545454545456,12,2022,0,0,1,0
2022-12-08,PRA3,1656.61,13,0.07692307692307693,12,2022,0,0,1,0
2022-12-09,PRA1,2801.63,27,0.14814814814814814,12,2022,0,0,1,0
2022-12-09,PRA2,2200.5,15,0.13333333333333333,12,2022,0,0,1,0
2022-12-09,PRA3,2147.03,17,0.058823529411764705,12,2022,0,0,1,0
2022-12-10,PRA1,4184.68,31,0.06451612903225806,12,2022,1,0,1,0
2022-12-10,PRA2,2035.32,22,0.13636363636363635,12,2022,1,0,1,0
2022-12-10,PRA3,1689.35,13,0.15384615384615385,12,2022,1,0,1,0
2022-12-11,PRA1,3638.77,24,0.08333333333333333,12,2022,1,0,1,0
2022-12-11,PRA2,2614.34,20,0.1,12,2022,1,0,1,0
2022-12-11,PRA3,1842.69,14,0.21428571428571427,12,2022,1,0,1,0
2022-12-12,PRA1,3286.08,25,0.04,12,2022,0,0,1,0
2022-12-12,PRA2,1763.91,16,0.0,12,2022,0,0,1,0
2022-12-12,PRA3,2299.2,22,0.09090909090909091,12,2022,0,0,1,0
2022-12-13,PRA1,4405.46,32,0.0,12,2022,0,0,1,0
2022-12-13,PRA2,1243.02,18,0.1111111111111111,12,2022,0,0,1,0
2022-12-13,PRA3,1541.6599999999999,7,0.0,12,2022,0,0,1,0
2022-12-14,PRA1,3594.0299999999997,14,0.0,12,2022,0,0,1,0
2022-12-14,PRA2,2144.04,21,0.09523809523809523,12,2022,0,0,1,0
2022-12-14,PRA3,1589.27,12,0.08333333333333333,12,2022,0,0,1,0
2022-12-15,PRA1,2816.39,27,0.1111111111111111,12,2022,0,0,1,0
2022-12-15,PRA2,3282.8,26,0.07692307692307693,12,2022,0,0,1,0
2022-12-15,PRA3,1983.65,10,0.1,12,2022,0,0,1,0
2022-12-16,PRA1,3545.82,24,0.08333333333333333,12,2022,0,0,1,0
2022-12-16,PRA2,3124.94,25,0.12,12,2022,0,0,1,0
2022-12-16,PRA3,1036.15,8,0.125,12,2022,0,0,1,0
2022-12-17,PRA1,4236.25,33,0.12121212121212122,12,2022,1,0,1,0
2022-12-17,PRA2,2556.51,16,0.125,12,2022,1,0,1,0
2022-12-17,PRA3,813.26,11,0.09090909090909091,12,2022,1,0,1,0
2022-12-18,PRA1,4503.21,29,0.13793103448275862,12,2022,1,0,1,0
2022-12-18,PRA2,1829.63,16,0.125,12,2022,1,0,1,0
2022-12-18,PRA3,1349.47,10,0.0,12,2022,1,0,1,0
2022-12-19,PRA1,2541.52,25,0.08,12,2022,0,0,1,0
2022-12-19,PRA2,3217.4,20,0.05,12,2022,0,0,1,0
2022-12-19,PRA3,849.73,7,0.14285714285714285,12,2022,0,0,1,0
2022-12-20,PRA1,2977.82,29,0.0,12,2022,0,0,1,0
2022-12-20,PRA2,3401.11,27,0.07407407407407407,12,2022,0,0,1,0
2022-12-20,PRA3,1779.92,14,0.07142857142857142,12,2022,0,0,1,0
2022-12-21,PRA1,3175.38,30,0.1,12,2022,0,0,1,0
2022-12-21,PRA2,2229.25,21,0.0,12,2022,0,0,1,0
2022-12-21,PRA3,1741.53,16,0.0625,12,2022,0,0,1,0
2022-12-22,PRA1,5535.64,37,0.10810810810810811,12,2022,0,0,1,0
2022-12-22,PRA2,1902.47,23,0.17391304347826086,12,2022,0,0,1,0
2022-12-22,PRA3,1680.33,14,0.21428571428571427,12,2022,0,0,1,0
2022-12-23,PRA1,3473.06,27,0.037037037037037035,12,2022,0,0,1,0
2022-12-23,PRA2,4570.97,25,0.0,12,2022,0,0,1,0
2022-12-23,PRA3,692.61,6,0.3333333333333333,12,2022,0,0,1,0
2022-12-24,PRA1,3536.49,25,0.04,12,2022,1,0,1,0
2022-12-24,PRA2,1313.68,14,0.07142857142857142,12,2022,1,0,1,0
2022-12-24,PRA3,2038.55,11,0.09090909090909091,12,2022,1,0,1,0
2022-12-25,PRA1,2802.02,28,0.03571428571428571,12,2022,1,1,1,0
2022-12-25,PRA2,3268.8199999999997,24,0.08333333333333333,12,2022,1,1,1,0
2022-12-25,PRA3,638.82,6,0.0,12,2022,1,1,1,0
2022-12-26,PRA1,4373.68,35,0.11428571428571428,12,2022,0,1,1,0
2022-12-26,PRA2,2095.1,18,0.05555555555555555,12,2022,0,1,1,0
2022-12-26,PRA3,552.43,8,0.125,12,2022,0,1,1,0
2022-12-27,PRA1,4420.72,31,0.0967741935483871,12,2022,0,0,1,0
2022-12-27,PRA2,2601.95,20,0.15,12,2022,0,0,1,0
2022-12-27,PRA3,1219.39,14,0.0,12,2022,0,0,1,0
2022-12-28,PRA1,3205.86,26,0.0,12,2022,0,0,1,0
2022-12-28,PRA2,1594.65,15,0.0,12,2022,0,0,1,0
2022-12-28,PRA3,651.9,9,0.1111111111111111,12,2022,0,0,1,0
2022-12-29,PRA1,2933.59,24,0.16666666666666666,12,2022,0,0,1,0
2022-12-29,PRA2,3318.0099999999998,26,0.0,12,2022,0,0,1,0
2022-12-29,PRA3,1874.6599999999999,14,0.0,12,2022,0,0,1,0
2022-12-30,PRA1,5453.16,26,0.038461538461538464,12,2022,0,0,1,0
2022-12-30,PRA2,2460.29,24,0.08333333333333333,12,2022,0,0,1,0
2022-12-30,PRA3,1350.3,9,0.0,12,2022,0,0,1,0
2022-12-31,PRA1,4752.29,34,0.0,12,2022,1,0,1,1
2022-12-31,PRA2,2468.32,15,0.13333333333333333,12,2022,1,0,1,1
2022-12-31,PRA3,2373.33,9,0.1111111111111111,12,2022,1,0,1,1
2023-01-01,PRA1,1715.27,24,0.16666666666666666,1,2023,1,1,1,0
2023-01-01,PRA2,3169.91,17,0.058823529411764705,1,2023,1,1,1,0
2023-01-01,PRA3,870.74,11,0.09090909090909091,1,2023,1,1,1,0
2023-01-02,PRA1,3554.19,29,0.034482758620689655,1,2023,0,1,1,0
2023-01-02,PRA2,3490.85,26,0.038461538461538464,1,2023,0,1,1,0
2023-01-02,PRA3,416.28999999999996,7,0.0,1,2023,0,1,1,0
2023-01-03,PRA1,2100.58,24,0.125,1,2023,0,0,1,0
2023-01-03,PRA2,1931.11,23,0.17391304347826086,1,2023,0,0,1,0
2023-01-03,PRA3,1615.4199999999998,14,0.0,1,2023,0,0,1,0
2023-01-04,PRA1,3365.68,25,0.12,1,2023,0,0,1,0
2023-01-04,PRA2,3040.84,23,0.13043478260869565,1,2023,0,0,1,0
2023-01-04,PRA3,1822.82,16,0.125,1,2023,0,0,1,0
2023-01-05,PRA1,4178.13,30,0.16666666666666666,1,2023,0,0,1,0
2023-01-05,PRA2,1621.16,13,0.07692307692307693,1,2023,0,0,1,0
2023-01-05,PRA3,1666.02,13,0.07692307692307693,1,2023,0,0,1,0
2023-01-06,PRA1,2917.9500000000003,35,0.05714285714285714,1,2023,0,0,1,0
2023-01-06,PRA2,2061.02,15,0.0,1,2023,0,0,1,0
2023-01-06,PRA3,1628.4599999999998,12,0.08333333333333333,1,2023,0,0,1,0
2023-01-07,PRA1,4736.28,29,0.06896551724137931,1,2023,1,0,1,0
2023-01-07,PRA2,2840.92,23,0.08695652173913043,1,2023,1,0,1,0
2023-01-07,PRA3,2212.14,12,0.0,1,2023,1,0,1,0
2023-01-08,PRA1,3455.8199999999997,23,0.043478260869565216,1,2023,1,0,1,0
2023-01-08,PRA2,3062.52,20,0.05,1,2023,1,0,1,0
2023-01-08,PRA3,2268.26,17,0.11764705882352941,1,2023,1,0,1,0
2023-01-09,PRA1,2626.18,32,0.03125,1,2023,0,0,1,0
2023-01-09,PRA2,2235.09,22,0.045454545454545456,1,2023,0,0,1,0
2023-01-09,PRA3,2369.0099999999998,18,0.05555555555555555,1,2023,0,0,1,0
2023-01-10,PRA1,3610.52,33,0.030303030303030304,1,2023,0,0,1,0
2023-01-10,PRA2,1804.18,17,0.23529411764705882,1,2023,0,0,1,0
2023-01-10,PRA3,1110.8,7,0.14285714285714285,1,2023,0,0,1,0
2023-01-11,PRA1,3182.61,28,0.03571428571428571,1,2023,0,0,1,0
2023-01-11,PRA2,3873.6,27,0.07407407407407407,1,2023,0,0,1,0
2023-01-11,PRA3,1673.15,20,0.05,1,2023,0,0,1,0
2023-01-12,PRA1,5280.93,32,0.0625,1,2023,0,0,1,0
2023-01-12,PRA2,2338.71,20,0.15,1,2023,0,0,1,0
2023-01-12,PRA3,1681.65,14,0.07142857142857142,1,2023,0,0,1,0
2023-01-13,PRA1,2690.88,30,0.16666666666666666,1,2023,0,0,1,0
2023-01-13,PRA2,3144.41,21,0.047619047619047616,1,2023,0,0,1,0
2023-01-13,PRA3,1793.93,12,0.16666666666666666,1,2023,0,0,1,0
2023-01-14,PRA1,1614.62,15,0.06666666666666667,1,2023,1,0,1,0
2023-01-14,PRA2,1225.71,16,0.0625,1,2023,1,0,1,0
2023-01-14,PRA3,1766.0,13,0.07692307692307693,1,2023,1,0,1,0
2023-01-15,PRA1,3766.8,24,0.08333333333333333,1,2023,1,0,1,0
2023-01-15,PRA2,2985.38,22,0.09090909090909091,1,2023,1,0,1,0
2023-01-15,PRA3,1285.33,8,0.0,1,2023,1,0,1,0
2023-01-16,PRA1,2820.99,32,0.15625,1,2023,0,1,1,0
2023-01-16,PRA2,3131.88,18,0.16666666666666666,1,2023,0,1,1,0
2023-01-16,PRA3,1516.1100000000001,11,0.0,1,2023,0,1,1,0
2023-01-17,PRA1,2370.6,35,0.2857142857142857,1,2023,0,0,1,0
2023-01-17,PRA2,4700.99,29,0.06896551724137931,1,2023,0,0,1,0
2023-01-17,PRA3,3087.67,19,0.05263157894736842,1,2023,0,0,1,0
2023-01-18,PRA1,5033.27,27,0.037037037037037035,1,2023,0,0,1,0
2023-01-18,PRA2,4879.9,28,0.03571428571428571,1,2023,0,0,1,0
2023-01-18,PRA3,2262.54,14,0.07142857142857142,1,2023,0,0,1,0
2023-01-19,PRA1,4413.93,36,0.0,1,2023,0,0,1,0
2023-01-19,PRA2,2907.0,19,0.10526315789473684,1,2023,0,0,1,0
2023-01-19,PRA3,1747.92,11,0.0,1,2023,0,0,1,0
2023-01-20,PRA1,4639.98,37,0.02702702702702703,1,2023,0,0,1,0
2023-01-20,PRA2,2361.0699999999997,19,0.21052631578947367,1,2023,0,0,1,0
2023-01-20,PRA3,3799.14,23,0.08695652173913043,1,2023,0,0,1,0
2023-01-21,PRA1,3633.94,34,0.058823529411764705,1,2023,1,0,1,0
2023-01-21,PRA2,2171.87,22,0.045454545454545456,1,2023,1,0,1,0
2023-01-21,PRA3,1355.28,10,0.0,1,2023,1,0,1,0
2023-01-22,PRA1,5373.41,39,0.05128205128205128,1,2023,1,0,1,0
2023-01-22,PRA2,1667.77,18,0.16666666666666666,1,2023,1,0,1,0
2023-01-22,PRA3,1133.5,12,0.16666666666666666,1,2023,1,0,1,0
2023-01-23,PRA1,4000.83,34,0.14705882352941177,1,2023,0,0,1,0
2023-01-23,PRA2,2039.57,21,0.09523809523809523,1,2023,0,0,1,0
2023-01-23,PRA3,899.28,6,0.0,1,2023,0,0,1,0
2023-01-24,PRA1,6106.61,43,0.046511627906976744,1,2023,0,0,1,0
2023-01-24,PRA2,3624.02,26,0.07692307692307693,1,2023,0,0,1,0
2023-01-24,PRA3,3283.26,15,0.0,1,2023,0,0,1,0
2023-01-25,PRA1,4875.66,37,0.05405405405405406,1,2023,0,0,1,0
2023-01-25,PRA2,4597.85,24,0.041666666666666664,1,2023,0,0,1,0
2023-01-25,PRA3,3388.11,18,0.05555555555555555,1,2023,0,0,1,0
2023-01-26,PRA1,4218.96,38,0.05263157894736842,1,2023,0,0,1,0
2023-01-26,PRA2,2133.73,23,0.043478260869565216,1,2023,0,0,1,0
2023-01-26,PRA3,1985.8,16,0.0,1,2023,0,0,1,0
